participant_id,age,gender_id,country_id,occupation_id
453,23,1,13,4
454,41,2,4,3
455,28,2,1,4
456,25,1,10,5
457,33,2,18,4
458,22,2,20,1
459,28,2,2,2
460,20,1,19,4
461,58,1,19,5
462,35,2,9,3
463,26,1,18,4
464,37,2,17,4
465,33,1,5,2
466,32,2,6,5
467,42,1,13,4
468,44,3,5,3
469,28,1,5,1
470,28,2,15,3
471,31,1,8,4
472,18,2,14,4
473,18,1,19,2
474,51,2,17,5
475,54,2,1,2
476,32,2,2,3
477,41,2,1,5
478,38,1,1,2
479,71,1,9,4
480,48,1,1,5
481,33,1,5,1
482,23,1,19,1
483,18,2,18,3
484,37,2,17,2
485,25,2,13,3
486,18,2,12,1
487,27,2,4,4
488,22,2,14,4
489,55,2,7,4
490,45,2,4,4
491,34,1,20,4
492,52,2,12,1
493,35,1,4,5
494,24,1,13,4
495,53,1,16,5
496,41,2,10,4
497,22,2,6,3
498,32,2,10,2
499,24,2,13,5
500,18,2,8,2
501,46,1,14,1
502,57,1,4,3
503,18,1,3,4
504,41,2,3,4
505,27,2,13,1
506,29,1,19,5
507,27,2,3,4
508,24,1,14,5
509,35,1,5,4
510,25,2,9,5
511,38,2,12,2
512,34,2,15,5
513,32,2,11,1
514,24,2,11,4
515,28,2,6,3
516,44,2,2,5
517,41,1,10,3
518,23,1,3,5
519,36,2,9,2
520,44,1,6,3
521,18,1,16,1
522,41,1,5,3
523,27,1,9,5
524,41,2,8,1
525,25,2,15,2
526,18,1,9,3
527,18,1,18,1
528,35,1,1,3
529,38,3,5,2
530,24,1,13,2
531,42,2,16,2
532,18,2,5,2
533,34,2,14,1
534,20,1,4,1
535,27,1,18,2
536,35,1,1,5
537,24,1,19,1
538,30,1,13,2
539,47,1,14,1
540,28,1,11,3
541,45,2,1,5
542,21,1,3,2
543,41,1,8,5
544,52,2,10,1
545,18,2,2,1
546,25,1,12,3
547,41,2,3,2
548,32,2,9,2
549,39,2,19,4
550,27,1,5,3
551,36,1,8,5
552,33,2,15,2
553,49,2,15,4
554,38,3,10,5
555,39,1,11,1
556,30,1,13,1
557,29,2,18,3
558,29,2,9,1
559,39,2,1,1
560,29,1,10,4
561,38,2,13,5
562,59,2,18,5
563,45,2,3,4
564,31,2,7,5
565,49,1,10,5
566,30,2,15,3
567,18,1,6,2
568,22,1,2,5
569,18,2,2,5
570,30,1,7,5
571,35,1,17,1
572,55,1,15,4
573,38,2,12,3
574,32,2,15,1
575,44,2,15,4
576,18,1,6,3
577,37,1,3,1
578,44,1,1,3
579,18,2,1,5
580,48,2,14,1
581,39,1,16,1
582,30,2,9,2
583,42,1,5,5
584,62,2,17,5
585,37,2,15,1
586,37,2,13,1
587,29,2,10,4
588,24,2,15,2
589,44,2,16,1
590,24,2,17,3
591,35,2,4,4
592,29,2,15,1
593,40,1,4,5
594,39,2,13,2
595,47,1,18,4
596,28,1,3,3
597,31,1,1,4
598,23,1,15,2
599,29,2,6,2
600,39,1,9,4
601,44,1,1,3
602,23,1,8,4
603,45,2,12,5
604,51,2,19,4
605,39,2,14,1
606,57,1,9,1
607,25,1,2,3
608,20,2,19,1
609,18,1,6,1
610,52,1,10,4
611,42,2,9,4
612,34,1,9,2
613,38,1,7,1
614,21,2,2,1
615,64,1,13,2
616,36,2,13,2
617,36,1,11,3
618,43,1,6,2
619,40,1,4,2
620,37,2,17,1
621,25,2,9,5
622,40,2,20,3
623,57,1,16,3
624,51,2,8,4
625,54,1,6,3
626,28,2,2,2
627,23,2,17,3
628,33,2,14,3
629,35,1,7,4
630,48,1,6,4
631,18,2,19,3
632,53,2,3,1
633,33,1,10,2
634,29,2,14,2
635,22,1,20,2
636,18,1,16,4
637,44,1,17,2
638,35,1,19,1
639,19,1,2,2
640,19,1,17,4
641,30,1,14,1
642,55,1,11,3
643,31,2,3,5
644,18,2,18,1
645,32,2,17,4
646,31,1,16,1
647,18,1,8,1
648,34,2,18,4
649,32,2,18,5
650,43,2,18,3
651,57,1,18,4
652,48,1,9,3
653,31,1,2,3
654,21,2,16,2
655,65,1,17,1
656,35,2,12,5
657,35,1,18,3
658,34,2,2,3
659,37,1,6,1
660,33,2,6,2
661,28,2,13,2
662,28,1,19,5
663,34,2,5,2
664,28,2,19,5
665,26,1,12,5
666,36,1,2,3
667,31,2,11,5
668,53,1,16,4
669,18,1,1,5
670,48,2,10,5
671,49,2,8,4
672,18,2,14,1
673,30,1,15,2
674,30,2,2,2
675,18,2,15,2
676,25,1,18,1
677,21,1,18,4
678,56,2,5,2
679,46,1,20,2
680,50,2,10,5
681,43,2,9,1
682,21,1,13,2
683,28,1,20,1
684,40,2,12,2
685,20,1,2,2
686,43,1,2,2
687,32,2,4,4
688,30,1,20,5
689,43,2,16,4
690,40,3,2,1
691,30,1,9,5
692,48,2,13,3
693,22,2,1,4
694,42,2,15,5
695,42,2,3,2
696,31,2,11,2
697,38,2,8,4
698,19,1,18,5
699,46,2,19,4
700,32,1,13,3
701,28,1,13,1
702,47,2,17,4
703,26,1,20,1
704,18,2,10,5
705,18,2,15,3
706,42,1,6,4
707,19,2,14,5
708,56,1,12,4
709,18,1,8,2
710,55,1,10,5
711,37,1,14,3
712,33,1,2,5
713,28,2,4,3
714,39,2,7,2
715,34,1,5,2
716,48,2,19,1
717,36,2,17,1
718,36,2,10,2
719,30,1,6,2
720,34,2,1,1
721,38,1,15,1
722,18,2,3,1
723,18,2,12,5
724,43,2,14,2
725,37,2,17,4
726,32,1,17,3
727,35,2,17,3
728,39,2,18,3
729,28,1,6,3
730,25,2,6,1
731,37,2,8,1
732,23,2,18,2
733,39,3,20,1
734,18,1,13,3
735,47,2,9,5
736,40,2,12,5
737,38,2,8,4
738,46,2,15,2
739,54,1,1,5
740,47,1,2,5
741,18,2,5,5
742,19,1,4,3
743,27,2,17,3
744,35,2,16,4
745,41,2,16,1
746,26,2,19,1
747,37,1,11,1
748,25,2,9,5
749,27,2,20,1
750,18,1,7,1
751,23,1,17,3
752,18,1,7,3
753,23,1,20,1
754,47,2,16,3
755,23,1,13,3
756,66,1,16,5
757,40,1,9,4
758,37,1,5,3
759,24,2,12,4
760,43,1,8,2
761,28,2,18,1
762,36,2,13,4
763,65,2,18,4
764,33,1,2,2
765,48,2,12,1
766,26,1,15,1
767,34,2,14,1
768,56,1,8,3
769,27,2,13,5
770,56,1,15,5
771,43,1,16,3
772,28,2,10,1
773,42,2,19,2
774,46,1,18,3
775,42,1,11,3
776,18,1,9,4
777,26,2,18,3
778,32,1,9,1
779,34,2,12,3
780,42,1,5,5
781,37,1,17,5
782,18,2,12,3
783,39,1,15,2
784,42,1,6,4
785,41,1,3,3
786,47,2,18,1
787,45,2,8,2
788,40,1,11,1
789,34,2,6,1
790,18,2,1,4
791,40,3,2,4
792,37,2,2,5
793,38,1,18,1
794,19,2,13,3
795,22,2,20,1
796,47,1,4,5
797,34,1,8,1
798,43,1,16,4
799,35,1,8,5
800,35,1,20,2
801,46,2,8,1
802,28,2,11,1
803,36,2,4,4
804,29,1,7,2
805,29,2,19,1
806,31,2,1,1
807,37,2,11,2
808,29,2,4,4
809,50,2,6,3
810,24,1,20,2
811,32,2,19,4
812,29,1,3,1
813,52,1,19,2
814,37,2,15,4
815,47,1,14,1
816,18,2,11,5
817,38,1,16,4
818,45,3,7,4
819,35,1,17,4
820,47,1,10,1
821,28,2,17,3
822,51,2,13,3
823,62,1,15,5
824,30,2,4,2
825,29,2,20,5
826,52,2,8,2
827,53,1,7,2
828,28,2,6,5
829,29,1,13,5
830,31,2,14,4
831,18,2,20,1
832,23,1,11,3
833,22,2,3,2
834,25,1,3,2
835,34,2,16,4
836,37,2,3,3
837,53,2,11,1
838,23,1,6,4
839,46,1,18,1
840,32,1,1,2
841,34,2,2,3
842,43,1,18,2
843,21,1,9,4
844,39,1,13,1
845,36,1,6,1
846,40,1,20,2
847,38,2,5,4
848,64,1,1,3
849,27,2,4,5
850,28,1,4,4
851,27,2,17,3
852,28,2,3,3
853,27,2,8,1
854,49,2,4,5
855,52,2,5,5
856,28,1,4,5
857,25,1,1,2
858,40,1,11,1
859,28,1,9,4
860,42,2,4,2
861,37,1,20,2
862,18,2,14,5
863,53,1,13,5
864,56,2,6,3
865,27,2,1,3
866,30,2,20,1
867,38,2,18,1
868,39,2,11,4
869,42,2,10,2
870,59,1,16,5
871,32,1,10,5
872,25,2,18,1
873,18,2,8,3
874,26,1,6,4
875,34,2,3,2
876,56,1,12,1
877,28,2,4,3
878,37,1,18,3
879,34,1,20,2
880,49,1,7,2
881,65,1,3,1
882,28,2,18,2
883,29,2,20,5
884,47,1,14,3
885,43,1,16,3
886,57,2,17,5
887,42,1,4,4
888,30,2,8,4
889,42,2,15,2
890,48,1,9,1
891,44,2,15,4
892,41,1,4,1
893,47,2,8,1
894,49,2,17,4
895,51,1,13,1
896,42,1,20,2
897,32,2,5,5
898,36,2,16,5
899,49,2,17,2
900,25,2,13,2
901,39,1,18,3
902,30,1,19,5
903,35,2,19,2
904,50,2,17,4
905,37,1,17,1
906,35,1,2,2
907,18,1,17,4
908,43,1,7,3
909,42,2,11,5
910,60,2,20,4
911,31,1,6,1
912,37,1,18,4
913,37,2,10,3
914,53,2,19,1
915,33,2,3,5
916,38,1,3,1
917,42,2,12,4
918,37,2,14,2
919,29,1,17,2
920,37,2,1,1
921,47,2,20,1
922,22,2,12,3
923,36,2,3,4
924,26,2,11,1
925,49,1,18,2
926,18,1,20,5
927,28,2,11,4
928,39,2,6,3
929,53,1,1,4
930,34,2,2,2
931,28,2,17,4
932,57,1,10,3
933,18,2,20,3
934,18,2,12,5
935,40,2,5,4
936,28,1,2,5
937,22,2,8,1
938,43,2,8,5
939,37,2,11,1
940,28,1,7,1
941,19,2,1,1
942,45,2,14,2
943,42,1,8,3
944,33,1,16,1
945,57,2,9,4
946,22,2,17,2
947,18,2,9,1
948,26,1,20,1
949,34,2,17,3
950,37,2,7,2
951,32,2,7,2
952,39,2,8,5
953,19,2,7,4
954,52,2,14,3
955,34,1,19,5
956,48,1,8,5
957,39,2,10,4
958,40,2,1,3
959,41,1,1,4
960,40,2,19,3
961,42,1,2,1
962,50,3,7,2
963,37,2,17,1
964,43,2,17,1
965,33,2,6,1
966,52,1,13,4
967,26,1,1,3
968,56,1,19,1
969,34,1,16,2
970,18,2,12,1
971,36,1,16,5
972,26,1,18,5
973,45,1,5,4
974,27,2,14,2
975,29,1,15,4
976,18,1,17,4
977,29,1,14,4
978,18,1,20,1
979,18,1,8,3
980,44,1,6,3
981,44,1,7,2
982,40,1,2,1
983,23,2,1,3
984,34,2,2,5
985,34,2,5,4
986,21,1,5,3
987,53,1,17,4
988,45,1,14,1
989,32,2,19,3
990,35,2,18,4
991,37,2,8,3
992,18,2,14,3
993,32,1,3,2
994,26,2,18,2
995,22,1,19,1
996,31,1,2,4
997,56,2,19,2
998,42,1,10,2
999,28,2,4,1
1000,41,2,17,5
1001,51,1,9,5
1002,46,1,11,3
1003,35,2,8,1
1004,27,2,14,4
1005,43,2,5,2
1006,39,2,5,5
1007,45,1,9,2
1008,42,1,14,3
1009,47,2,16,2
1010,28,1,13,1
1011,50,2,19,4
1012,37,2,12,2
1013,59,1,2,4
1014,26,1,13,1
1015,55,1,12,3
1016,37,1,15,1
1017,27,1,10,5
1018,29,2,20,3
1019,31,1,1,2
1020,40,3,12,4
1021,41,2,3,3
1022,28,1,5,3
1023,34,1,10,5
1024,60,2,20,2
1025,55,1,13,3
1026,40,2,18,5
1027,35,1,17,4
1028,36,2,13,4
1029,42,1,18,2
1030,22,2,5,2
1031,31,2,16,2
1032,18,2,1,4
1033,39,1,7,1
1034,42,1,8,2
1035,29,1,10,1
1036,53,1,11,1
1037,20,2,9,2
1038,18,2,16,1
1039,37,1,13,1
1040,47,2,12,1
1041,55,1,11,5
1042,29,1,16,3
1043,47,2,6,2
1044,34,2,4,5
1045,32,1,11,2
1046,45,2,1,3
1047,42,2,15,1
1048,18,2,9,5
1049,52,1,2,2
1050,51,1,16,1
1051,27,2,18,4
1052,39,2,17,5
1053,40,2,10,5
1054,38,1,13,4
1055,28,2,9,1
1056,26,2,11,3
1057,34,1,19,4
1058,49,1,15,4
1059,41,3,16,2
1060,30,1,4,5
1061,44,2,5,3
1062,18,2,10,3
1063,48,2,12,3
1064,18,2,3,5
1065,30,1,16,3
1066,21,1,4,2
1067,19,1,6,1
1068,48,2,3,2
1069,29,1,20,1
1070,39,1,10,5
1071,34,2,19,4
1072,40,1,11,4
1073,35,2,18,3
1074,19,2,10,3
1075,46,1,10,5
1076,29,1,5,4
1077,18,2,2,1
1078,29,2,6,5
1079,53,3,16,4
1080,45,1,8,1
1081,30,1,2,3
1082,30,2,11,3
1083,31,2,18,4
1084,59,2,14,1
1085,39,2,10,5
1086,40,2,11,4
1087,47,2,5,4
1088,37,1,17,2
1089,31,2,14,2
1090,32,1,5,2
1091,34,2,15,4
1092,34,2,16,1
1093,43,2,2,5
1094,35,2,9,5
1095,43,2,15,3
1096,34,1,14,4
1097,35,1,4,2
1098,18,1,4,5
1099,45,2,6,1
1100,39,1,15,1
1101,46,1,8,4
1102,18,2,13,1
1103,60,1,9,3
1104,33,1,7,4
1105,48,1,2,4
1106,22,1,9,3
1107,42,1,19,3
1108,22,1,14,1
1109,27,2,9,2
1110,57,1,5,5
1111,32,1,15,4
1112,37,1,8,4
1113,45,3,10,5
1114,40,2,8,1
1115,36,2,3,5
1116,39,2,3,2
1117,63,2,11,1
1118,34,2,8,4
1119,37,1,14,5
1120,47,2,13,5
1121,48,1,14,1
1122,49,1,18,4
1123,42,2,13,5
1124,21,2,5,3
1125,54,1,20,5
1126,21,1,17,5
1127,38,1,17,2
1128,25,1,11,2
1129,34,1,6,5
1130,38,1,6,5
1131,38,1,6,2
1132,40,1,4,3
1133,54,1,9,4
1134,40,2,3,1
1135,32,1,8,5
1136,46,2,10,4
1137,49,1,6,5
1138,20,2,13,2
1139,42,2,8,5
1140,43,2,14,4
1141,31,2,8,1
1142,51,2,3,2
1143,33,1,4,3
1144,36,2,4,5
1145,32,2,16,1
1146,35,2,19,4
1147,21,1,20,2
1148,18,2,19,1
1149,54,2,9,3
1150,24,2,2,5
1151,23,1,1,2
1152,18,2,19,1
1153,27,2,15,4
1154,19,2,2,4
1155,54,1,1,3
1156,47,2,12,5
1157,26,1,9,3
1158,62,2,4,1
1159,46,1,20,2
1160,31,2,7,2
1161,18,2,20,1
1162,62,2,9,2
1163,18,2,4,1
1164,18,2,10,3
1165,47,1,13,5
1166,64,3,8,4
1167,51,2,15,4
1168,41,1,12,4
1169,42,1,4,2
1170,45,1,11,3
1171,44,2,9,3
1172,38,1,16,4
1173,36,2,10,3
1174,34,1,4,1
1175,25,2,17,4
1176,31,2,14,4
1177,18,2,11,5
1178,33,2,14,4
1179,23,1,19,2
1180,21,2,8,1
1181,37,1,15,3
1182,51,2,20,2
1183,46,2,15,1
1184,18,1,10,5
1185,23,3,8,4
1186,46,2,11,3
1187,23,2,18,4
1188,32,1,9,2
1189,41,2,18,4
1190,23,1,5,1
1191,36,1,19,4
1192,18,2,12,4
1193,27,2,10,5
1194,38,2,20,4
1195,18,2,18,5
1196,40,1,10,2
1197,34,1,8,5
1198,41,1,16,5
1199,37,1,7,2
1200,51,2,16,5
1201,36,1,1,4
1202,29,2,12,2
1203,36,1,13,2
1204,41,2,6,5
1205,35,1,20,5
1206,35,1,8,1
1207,26,2,13,2
1208,27,2,14,3
1209,18,1,3,4
1210,55,2,12,5
1211,20,1,10,2
1212,26,1,8,2
1213,26,2,13,4
1214,45,2,13,2
1215,31,1,7,3
1216,49,2,20,1
1217,26,2,8,4
1218,38,1,6,3
1219,24,1,1,2
1220,60,2,17,2
1221,20,2,18,5
1222,38,1,11,4
1223,42,1,10,1
1224,39,1,6,5
1225,32,2,14,2
1226,33,1,1,1
1227,35,1,16,4
1228,33,1,9,3
1229,46,1,1,1
1230,61,2,6,5
1231,28,1,20,3
1232,18,2,19,3
1233,33,2,10,1
1234,65,1,5,1
1235,25,1,11,5
1236,54,1,18,1
1237,55,1,2,4
1238,28,2,3,3
1239,41,1,1,3
1240,54,2,5,5
1241,30,1,19,1
1242,32,2,18,1
1243,28,1,8,3
1244,22,2,18,3
1245,27,1,16,5
1246,20,1,14,1
1247,35,2,16,2
1248,25,1,20,1
1249,37,1,11,5
1250,18,1,9,3
1251,38,1,13,3
1252,45,2,16,2
1253,18,2,13,2
1254,39,2,5,5
1255,49,2,1,1
1256,20,2,6,3
1257,55,1,9,4
1258,40,2,5,4
1259,26,2,4,4
1260,34,2,6,3
1261,41,1,9,3
1262,35,1,10,4
1263,41,2,8,2
1264,23,1,3,4
1265,37,2,20,2
1266,18,3,9,5
1267,33,1,3,4
1268,24,2,15,4
1269,26,1,4,2
1270,49,1,13,2
1271,48,2,5,2
1272,42,1,12,5
1273,21,2,11,4
1274,31,2,19,2
1275,49,2,13,5
1276,36,2,12,5
1277,62,2,15,3
1278,39,1,1,2
1279,37,2,10,2
1280,31,2,13,2
1281,36,1,17,3
1282,33,1,18,2
1283,43,3,1,2
1284,46,1,14,5
1285,25,1,6,2
1286,19,1,10,4
1287,18,1,1,1
1288,41,1,17,2
1289,21,2,2,5
1290,18,2,9,3
1291,39,1,15,3
1292,64,2,13,1
1293,34,2,11,5
1294,45,1,10,2
1295,35,1,19,3
1296,33,2,10,3
1297,46,1,20,4
1298,31,1,2,1
1299,38,1,18,4
1300,38,1,18,3
1301,26,1,17,2
1302,46,1,14,2
1303,32,2,20,4
1304,25,1,15,2
1305,41,1,8,1
1306,24,1,1,4
1307,35,1,4,5
1308,34,2,4,2
1309,48,1,2,2
1310,40,2,10,5
1311,34,2,16,1
1312,44,2,8,4
1313,51,2,10,4
1314,41,1,8,1
1315,35,2,1,4
1316,19,2,9,2
1317,22,1,16,1
1318,31,2,9,2
1319,27,2,10,2
1320,32,2,12,2
1321,35,2,6,5
1322,41,2,12,1
1323,34,2,7,2
1324,40,1,8,1
1325,35,2,15,3
1326,18,2,17,2
1327,23,1,6,4
1328,33,2,4,3
1329,20,1,10,4
1330,42,1,15,3
1331,53,2,1,5
1332,49,1,13,5
1333,32,2,18,3
1334,52,2,18,3
1335,36,1,10,1
1336,30,2,15,5
1337,27,1,14,1
1338,31,1,11,4
1339,30,2,9,5
1340,37,1,8,1
1341,36,1,7,2
1342,35,3,15,4
1343,40,1,15,5
1344,49,1,12,2
1345,46,2,12,3
1346,18,1,14,2
1347,18,2,8,3
1348,46,2,14,3
1349,18,1,11,3
1350,32,2,16,3
1351,20,1,4,4
1352,18,2,5,3
1353,41,1,2,3
1354,44,2,1,3
1355,28,2,7,5
1356,18,2,8,1
1357,28,1,4,2
1358,39,2,8,2
1359,18,1,13,1
